CM-09       	13	03	2011.00	0	0	210.00	118.00	1.67	1.20	1.10	1.00	
CM-09       	16	01	1785.00	0	0	186.00	97.00	1.67	1.20	1.10	1.00	
CM-09       	16	02	1845.00	0	0	205.00	107.00	1.67	1.20	1.10	1.00	
CM-09       	16	03	1905.00	0	0	223.00	117.00	1.67	1.20	1.10	1.00	
CM-09       	17	01	2450.00	0	0	237.00	137.00	1.67	1.20	1.10	1.00	欧式门除外
CM-09       	17	02	2520.00	0	0	253.00	147.00	1.67	1.20	1.10	1.00	欧式门除外
CM-09       	17	03	2580.00	0	0	270.00	157.00	1.67	1.20	1.10	1.00	欧式门除外
CM-09       	26	01	2490.00	0	0	237.00	137.00	1.67	1.20	1.10	1.00	欧式门除外
CM-09       	26	02	2550.00	0	0	253.00	147.00	1.67	1.20	1.10	1.00	欧式门除外
CM-09       	26	03	2610.00	0	0	270.00	157.00	1.67	1.20	1.10	1.00	欧式门除外
CM-10       	01	01	1436.00	0	0	162.00	84.00	1.67	1.20	1.10	1.00	
CM-10       	01	02	1496.00	0	0	178.00	94.00	1.67	1.20	1.10	1.00	
CM-10       	01	03	1556.00	0	0	194.00	104.00	1.67	1.20	1.10	1.00	
CM-10       	11	01	1654.00	0	0	178.00	98.00	1.67	1.20	1.10	1.00	
CM-10       	11	02	1714.00	0	0	193.00	108.00	1.67	1.20	1.10	1.00	
CM-10       	11	03	1774.00	0	0	210.00	118.00	1.67	1.20	1.10	1.00	
CM-10       	12	01	1812.00	0	0	178.00	98.00	1.67	1.20	1.10	1.00	
CM-10       	12	02	1872.00	0	0	193.00	108.00	1.67	1.20	1.10	1.00	
CM-10       	12	03	1932.00	0	0	210.00	118.00	1.67	1.20	1.10	1.00	
CM-10       	13	01	1842.00	0	0	178.00	98.00	1.67	1.20	1.10	1.00	
CM-10       	13	02	1902.00	0	0	193.00	108.00	1.67	1.20	1.10	1.00	
CM-10       	13	03	1962.00	0	0	210.00	118.00	1.67	1.20	1.10	1.00	
CM-10       	16	01	1651.00	0	0	186.00	97.00	1.67	1.20	1.10	1.00	
CM-10       	16	02	1711.00	0	0	205.00	107.00	1.67	1.20	1.10	1.00	
CM-10       	16	03	1771.00	0	0	223.00	117.00	1.67	1.20	1.10	1.00	
CM-10       	17	01	2400.00	0	0	237.00	137.00	1.67	1.20	1.10	1.00	欧式门除外
CM-10       	17	02	2470.00	0	0	253.00	147.00	1.67	1.20	1.10	1.00	欧式门除外
CM-10       	17	03	2530.00	0	0	270.00	157.00	1.67	1.20	1.10	1.00	欧式门除外
CM-10       	26	01	2430.00	0	0	237.00	137.00	1.67	1.20	1.10	1.00	欧式门除外
CM-10       	26	02	2500.00	0	0	253.00	147.00	1.67	1.20	1.10	1.00	欧式门除外
CM-10       	26	03	2560.00	0	0	270.00	157.00	1.67	1.20	1.10	1.00	欧式门除外
CM-11       	01	01	1404.00	0	0	162.00	84.00	1.67	1.20	1.10	1.00	
CM-11       	01	02	1464.00	0	0	178.00	94.00	1.67	1.20	1.10	1.00	
CM-11       	01	03	1524.00	0	0	194.00	104.00	1.67	1.20	1.10	1.00	
CM-11       	11	01	1623.00	0	0	178.00	98.00	1.67	1.20	1.10	1.00	
CM-11       	11	02	1683.00	0	0	193.00	108.00	1.67	1.20	1.10	1.00	
CM-11       	11	03	1743.00	0	0	210.00	118.00	1.67	1.20	1.10	1.00	
CM-11       	12	01	1781.00	0	0	178.00	98.00	1.67	1.20	1.10	1.00	松木材质木门不可以加工的门型有:FM-22、FM-27、FM-29、FM-30、有带百叶的门型及双层玻璃夹木条。
CM-11       	12	02	1841.00	0	0	193.00	108.00	1.67	1.20	1.10	1.00	松木材质木门不可以加工的门型有:FM-22、FM-27、FM-29、FM-30、有带百叶的门型及双层玻璃夹木条。
CM-11       	12	03	1901.00	0	0	210.00	118.00	1.67	1.20	1.10	1.00	松木材质木门不可以加工的门型有:FM-22、FM-27、FM-29、FM-30、有带百叶的门型及双层玻璃夹木条。
CM-11       	13	01	1810.00	0	0	178.00	98.00	1.67	1.20	1.10	1.00	
CM-11       	13	02	1870.00	0	0	193.00	108.00	1.67	1.20	1.10	1.00	
CM-11       	13	03	1930.00	0	0	210.00	118.00	1.67	1.20	1.10	1.00	
CM-11       	16	01	1615.00	0	0	186.00	97.00	1.67	1.20	1.10	1.00	
CM-11       	16	02	1675.00	0	0	205.00	107.00	1.67	1.20	1.10	1.00	
CM-11       	16	03	1735.00	0	0	223.00	117.00	1.67	1.20	1.10	1.00	
CM-11       	17	01	2370.00	0	0	237.00	137.00	1.67	1.20	1.10	1.00	欧式门除外
CM-11       	17	02	2430.00	0	0	253.00	147.00	1.67	1.20	1.10	1.00	欧式门除外
CM-11       	17	03	2500.00	0	0	270.00	157.00	1.67	1.20	1.10	1.00	欧式门除外
CM-11       	26	01	2400.00	0	0	237.00	137.00	1.67	1.20	1.10	1.00	欧式门除外
CM-11       	26	02	2460.00	0	0	253.00	147.00	1.67	1.20	1.10	1.00	欧式门除外
CM-11       	26	03	2530.00	0	0	270.00	157.00	1.67	1.20	1.10	1.00	欧式门除外
CM-12       	01	01	1404.00	0	0	162.00	84.00	1.67	1.20	1.10	1.00	
CM-12       	01	02	1464.00	0	0	178.00	94.00	1.67	1.20	1.10	1.00	
CM-12       	01	03	1524.00	0	0	194.00	104.00	1.67	1.20	1.10	1.00	
CM-12       	11	01	1623.00	0	0	178.00	98.00	1.67	1.20	1.10	1.00	
CM-12       	11	02	1683.00	0	0	193.00	108.00	1.67	1.20	1.10	1.00	
CM-12       	11	03	1743.00	0	0	210.00	118.00	1.67	1.20	1.10	1.00	
CM-12       	12	01	1781.00	0	0	178.00	98.00	1.67	1.20	1.10	1.00	松木材质木门不可以加工的门型有:FM-22、FM-27、FM-29、FM-30、有带百叶的门型及双层玻璃夹木条。
CM-12       	12	02	1841.00	0	0	193.00	108.00	1.67	1.20	1.10	1.00	松木材质木门不可以加工的门型有:FM-22、FM-27、FM-29、FM-30、有带百叶的门型及双层玻璃夹木条。
CM-12       	12	03	1901.00	0	0	210.00	118.00	1.67	1.20	1.10	1.00	松木材质木门不可以加工的门型有:FM-22、FM-27、FM-29、FM-30、有带百叶的门型及双层玻璃夹木条。
CM-12       	13	01	1810.00	0	0	178.00	98.00	1.67	1.20	1.10	1.00	
CM-12       	13	02	1870.00	0	0	193.00	108.00	1.67	1.20	1.10	1.00	
CM-12       	13	03	1930.00	0	0	210.00	118.00	1.67	1.20	1.10	1.00	
CM-12       	16	01	1615.00	0	0	186.00	97.00	1.67	1.20	1.10	1.00	
CM-12       	16	02	1675.00	0	0	205.00	107.00	1.67	1.20	1.10	1.00	
CM-12       	16	03	1735.00	0	0	223.00	117.00	1.67	1.20	1.10	1.00	
CM-12       	17	01	2370.00	0	0	237.00	137.00	1.67	1.20	1.10	1.00	欧式门除外
CM-12       	17	02	2430.00	0	0	253.00	147.00	1.67	1.20	1.10	1.00	欧式门除外
